genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Dokidocyathus,530.000,513.000,93,1,0.1818
Dokimocephalus,501.000,488.300,6,0,NaN
Dokophyllum,436.000,422.900,4,0,NaN
Dolatocrinus,391.900,383.700,5,0,NaN
Dolborella,460.900,449.500,1,0,NaN
Dolerobasilicus,466.000,460.900,1,0,NaN
Doleroides,468.100,455.800,54,19,0.0634
Dolerolenus,516.000,513.000,1,0,NaN
Dolerorthis,463.500,409.100,111,31,0.0318
Dolgeuloma,501.000,488.300,1,0,NaN
Doliaster,428.200,422.900,1,1,0.2000
Dolichobrochus,164.700,161.200,3,0,NaN
Dolichocrinus,164.700,155.700,1,0,NaN
Dolichoharpes,468.100,457.500,34,11,0.0212
Dolichometopsis,513.000,501.000,13,0,NaN
Dolichometopus,516.000,513.000,1,0,NaN
Dolichopterus,426.200,416.000,11,1,1.0000
Doliutus,530.000,520.000,4,0,NaN
Doloresella,488.300,468.100,1,0,NaN
Dolorthoceras,326.400,252.300,8,0,NaN
Domatoceras,313.800,252.300,22,2,0.0410
Domiporta,416.000,412.300,4,4,0.1293
Donacoceras,460.900,443.700,1,0,NaN
Donacophyllum,449.500,443.700,1,0,NaN
Donacosmilia,171.600,122.460,15,1,0.0030
Donaldiella,471.800,376.100,20,3,0.0161
Donaldina,388.100,247.200,52,28,0.0239
Donaldospira,388.100,252.300,22,15,0.0237
Donalosia,376.100,370.600,2,2,0.0722
Donax,33.900,0.012,12,1,0.0064
Dongiovannia,409.100,391.900,1,0,NaN
Dongqiaostroma,161.200,150.800,5,0,NaN
Dongqiaostromaria,161.200,150.800,1,0,NaN
Donispirifer,314.600,306.950,2,2,1.0000
Dorashamia,259.000,254.000,3,1,0.0342
Dorikranites,251.300,247.200,2,0,NaN
Dorlodotia,345.000,306.950,6,0,NaN
Dorsanum,12.700,11.608,2,0,NaN
Dorsetensia,171.600,167.700,8,0,NaN
Dorsolinevitus,530.000,513.000,3,0,NaN
Dorsoplicathyris,167.700,155.700,29,3,0.0467
Dorsoserpula,171.600,145.500,6,4,0.0296
Doryceras,268.000,265.000,2,0,NaN
Dorycrinus,345.000,342.800,5,0,NaN
Doryderma,85.800,70.600,3,0,NaN
Dorypyge,516.000,488.300,9,3,0.0367
Dorypygina,505.000,501.000,2,0,NaN
Dorytreta,468.100,443.700,4,0,NaN
Dosinia,99.600,0.12,81,15,0.0479
Dosiniopsis,70.600,33.900,6,3,0.0080
Doublatia,290.100,279.500,2,0,NaN
Douglasocaris,468.100,460.900,1,0,NaN
Douposiella,513.000,501.000,3,0,NaN
Douvillaster,99.600,99.600,3,0,NaN
Douvilleiceras,125.450,109.000,19,0,NaN
Douvillelia,130.000,122.460,1,0,NaN
Douvillina,443.700,370.600,150,22,0.0326
Douvillinaria,383.700,376.100,1,1,0.2352
Dowlingoceras,460.900,443.700,2,0,NaN
Dozyia,70.600,65.500,8,0,NaN
Drabia,501.000,488.300,13,1,0.0211
Drabovia,457.500,449.500,3,0,NaN
Drabovinella,460.900,449.500,1,0,NaN
Dracius,83.500,70.600,1,0,NaN
Dracolychnos,235.000,221.500,2,0,NaN
Dracospongia,235.000,221.500,1,0,NaN
Drahanostrophia,416.000,402.500,5,4,0.0110
Drahomira,422.900,416.000,4,0,NaN
Dreissena,83.500,23.030,2,0,NaN
Drepanella,460.900,383.700,5,0,NaN
Drepanellina,428.200,272.500,4,0,NaN
Drepanites,215.560,212.000,1,1,0.6757
Drepanocheilus,99.600,15.970,36,20,0.0063
Drepanochilus,93.500,65.500,3,0,NaN
Drepanopterus,418.700,416.000,2,0,NaN
Drepanorhyncha,460.900,449.500,1,0,NaN
Drepanura,505.000,488.300,1,0,NaN
Dresbachia,501.000,488.300,1,1,0.0968
Drewerelasma,360.700,345.300,1,1,0.5000
Drilluta,83.500,65.500,34,29,0.0143
Droharhynchia,391.900,388.100,2,0,NaN
Dromia,65.500,2.588,6,0,NaN
Dromilites,37.200,33.900,1,0,NaN
Dromiopsis,145.500,61.700,9,0,NaN
Dronovicrinus,376.100,360.700,1,0,NaN
Druganirhynchia,175.600,168.400,2,0,NaN
Druidia,40.400,37.200,6,6,0.3252
Druidwilsonia,61.700,61.700,1,1,0.0049
Drumaspis,498.500,488.300,4,0,NaN
Drupa,65.500,0.119,23,1,0.0015
Drupella,0.125,0.12,9,0,NaN
Dualina,426.200,412.300,47,1,0.0011
Duartea,313.800,305.900,2,2,0.6978
Dubariceras,196.500,183.000,1,0,NaN
Dubertretia,70.600,65.500,1,0,NaN
Dubiaphis,247.200,242.000,1,1,0.0556
Dubioleptina,428.200,426.200,1,0,NaN
Dudleyaspis,443.700,376.100,6,0,NaN
Dufrenoyia,125.450,112.030,31,0,NaN
Duftonia,449.500,445.600,2,0,NaN
Duibianella,516.000,513.000,1,0,NaN
Dulankarella,460.900,449.500,4,4,0.2018
Dumortieria,180.100,175.600,7,0,NaN
Dunbarella,306.950,272.500,3,1,0.0033
Dunbarites,303.400,298.900,2,0,NaN
Duncanella,443.700,428.200,1,0,NaN
Duncanopora,339.400,318.100,3,0,NaN
Duncanosmilia,201.600,196.500,2,0,NaN
Dunderbergia,501.000,488.300,26,2,0.1262
Dunhillia,456.100,449.500,4,0,NaN
Dunnicrinus,70.600,65.500,11,0,NaN
Dunveganoceras,99.600,93.500,1,0,NaN
Duplicaria,33.900,0.012,7,0,NaN
Duplocarinia,272.500,268.000,1,0,NaN
Duplophyllum,306.950,259.000,3,0,NaN
Durangites,150.800,145.500,4,0,NaN
Durania,99.600,65.500,66,0,NaN
Durdlestoneia,145.500,140.200,1,1,0.1667
Durga,189.600,183.000,1,0,NaN
Durhamella,40.400,33.900,3,1,0.9000
Durhamina,303.400,272.500,52,1,1.0000
Dushanoceras,254.000,252.300,2,0,NaN
Dutrochus,391.900,388.100,2,2,0.0625
Duvalia,145.500,122.460,81,7,0.0307
Dwightoceras,488.300,478.600,2,1,0.0078
Dyasmya,259.000,254.000,7,0,NaN
Dybowskiella,279.500,252.300,25,10,0.0545
Dynomene,13.650,12.700,2,0,NaN
Dyoidophragma,391.900,388.100,1,0,NaN
Dyoros,295.000,254.000,168,9,0.0168
Dysaster,150.800,145.500,1,0,NaN
Dyschrestia,279.500,268.000,12,11,0.0109
Dyscritella,339.400,205.600,158,14,0.0745
Dyscritellina,295.000,259.000,10,0,NaN
Dyscritellopsis,251.300,247.200,2,0,NaN
Dyscritoceras,478.600,468.100,2,2,0.1053
Dysnoetopora,70.600,65.500,1,0,NaN
Dysodonta,416.000,412.300,1,0,NaN
Dysoristus,501.000,488.300,7,0,NaN
Dysplanus,478.600,449.500,3,0,NaN
Dystactospongia,460.900,443.700,30,0,NaN
Dyticospirifer,416.000,391.900,1,0,NaN
Dytremacephalus,501.000,488.300,7,1,0.0179
Dzhebaglina,460.900,449.500,1,0,NaN
Dzhulfites,254.000,252.300,9,0,NaN
Dzhulfoceras,259.000,254.000,3,0,NaN
Eastonastraea,298.900,290.100,1,0,NaN
Eatonia,416.000,416.000,5,0,NaN
Eatoniella,2.588,0.781,8,0,NaN
Ebala,235.000,0.012,4,1,0.0000
Ebrayia,161.200,155.700,1,0,NaN
Eburna,23.030,5.332,3,0,NaN
Eburneopecten,83.500,28.400,18,2,0.0493
Eccentricosta,418.700,391.900,3,0,NaN
Eccentrotheca,530.000,513.000,46,21,0.2881
Ecclimadictyon,456.100,416.000,114,0,NaN
Eccoptochile,466.000,452.000,4,0,NaN
Ecculiomphalus,488.300,388.100,57,1,0.0556
Eccyliopterus,478.600,457.500,19,0,NaN
Echigophyllum,345.300,314.600,5,0,NaN
Echinalosia,290.100,252.300,37,14,0.1561
Echinanthus,48.600,40.400,2,0,NaN
Echinaria,318.100,295.000,63,15,0.0636
Echinauriella,279.500,252.300,23,4,0.0653
Echinauris,303.400,252.300,293,21,0.0360
Echinocardium,3.600,2.588,3,0,NaN
Echinocaris,388.100,383.700,2,0,NaN
Echinocava,125.450,122.460,1,0,NaN
Echinochama,23.030,15.970,3,0,NaN
Echinochiton,460.900,449.500,1,0,NaN
Echinocoelia,391.900,364.700,5,3,0.0165
Echinoconchus,364.700,259.000,137,19,0.0692
Echinoconus,83.500,65.500,2,1,0.0185
Echinocorys,93.500,61.700,55,12,0.0324
Echinocrinus,345.000,272.500,21,0,NaN
Echinocyamus,48.600,11.608,14,0,NaN
Echinoencrinites,471.800,468.100,1,0,NaN
Echinogalerus,99.600,65.500,19,12,0.0474
Echinolampas,55.800,0.126,73,4,0.0490
Echinolichas,416.000,383.700,3,0,NaN
Echinometra,23.030,0.125,5,0,NaN
Echinomorpha,0.066,0.052,1,0,NaN
Echinoneus,33.900,5.332,3,1,0.0476
Echinophoria,33.900,28.400,1,0,NaN
Echinophyllia,83.500,0.005,32,6,0.0876
Echinopora,16.7,0.00535,57,14,0.1176
Echinoprimitia,468.100,460.900,1,0,NaN
Echinopsis,125.450,5.332,6,0,NaN
Echinosphaerites,463.500,449.500,24,0,NaN
Echinosteges,298.900,259.000,24,1,0.0041
Echinostrephus,23.030,2.588,2,0,NaN
Echinotiara,183.000,175.600,2,0,NaN
Echinus,247.200,0.11,4,0,NaN
Echyropora,422.900,388.100,5,0,NaN
Echyrosia,171.600,167.700,7,0,NaN
Eckastraea,247.200,242.000,1,1,0.2143
Ecnomiophyllum,416.000,412.300,4,0,NaN
Economolopsis,303.400,295.000,1,0,NaN
Ecphora,83.500,2.588,13,3,0.1141
Ectenocardiomorpha,455.800,443.700,4,4,0.0095
Ectenoceras,488.300,478.600,10,5,0.0489
Ectenocrinus,471.800,443.700,122,105,0.0351
Ectenoglossa,460.900,449.500,1,0,NaN
Ectenolites,501.000,478.600,17,3,0.0312
Ectenonotus,471.800,468.100,44,0,NaN
Ectillaenus,466.000,457.500,6,0,NaN
Ectinechinus,455.800,445.600,1,0,NaN
Ectinochilus,40.400,33.900,8,1,0.0370
Ectocentrites,196.500,189.600,10,1,0.0182
Ectochoristites,360.700,326.400,3,0,NaN
Ectocycloceras,488.300,471.800,2,0,NaN
Ectodemites,336.000,259.000,5,1,0.0082
Ectomaria,478.600,416.000,36,5,0.0406
Ectoposia,272.500,265.000,5,1,0.0000
Ectoprimitia,471.800,460.900,7,0,NaN
Ectorensselandia,388.100,383.700,1,0,NaN
Edaphophyllum,409.100,388.100,9,0,NaN
Edelsteinaspis,516.000,513.000,8,0,NaN
Edelsteinia,520.000,513.000,4,0,NaN
Edenoceras,443.700,439.000,1,0,NaN
Edithiella,501.000,488.300,1,0,NaN
Edmondia,449.500,254.000,105,27,0.0342
Edon,345.000,336.000,1,0,NaN
Edreja,520.000,513.000,2,0,NaN
Edrioaster,460.900,449.500,10,0,NaN
Edriocrinus,416.000,416.000,4,0,NaN
Edriophus,460.900,449.500,1,0,NaN
Edriosteges,279.500,252.300,68,3,0.0383
Edwardsomeandra,167.700,164.700,2,0,NaN
Egania,478.600,468.100,1,0,NaN
Egiinocyathus,516.000,513.000,1,1,1.0000
Eglisia,0.126,0.012,1,0,NaN
Egorovella,466.000,460.900,1,0,NaN
Egosiella,416.000,412.300,1,0,NaN
Ehlersella,443.700,436.000,1,0,NaN
Ehlersina,391.900,388.100,2,0,NaN
Ehmaniella,513.000,501.000,2,0,NaN
Eichwaldia,460.900,449.500,1,0,NaN
Eichwaldithyris,136.400,130.000,6,6,0.1778
Eichwaldopora,478.600,460.900,1,0,NaN
Eifelcyrtus,388.100,383.700,1,0,NaN
Eiffelia,520.000,513.000,44,0,NaN
Eilura,513.000,505.000,2,0,NaN
Eireocrinus,364.700,360.700,1,1,0.0290
Eirlysia,318.100,265.000,14,14,0.0057
Eiselia,412.300,409.100,1,0,NaN
Eiserhardtia,388.100,383.700,1,0,NaN
Ekeraspis,488.300,478.600,1,0,NaN
Ekteinocrinus,290.100,279.500,2,2,0.0108
Ektyphocythere,189.600,164.700,3,0,NaN
Ekvasophyllum,360.700,336.000,50,0,NaN
Ekwanoscutellum,436.000,428.200,7,0,NaN
Elasmocoenia,125.450,83.500,2,0,NaN
Elasmodophora,455.800,443.700,1,1,0.0037
Elasmoierea,140.200,136.400,1,0,NaN
Elasmonema,409.100,383.700,13,1,0.0096
Elasmophora,164.700,161.200,1,0,NaN
Elasmophyllia,242.000,70.600,2,0,NaN
Elasmostoma,268.000,112.030,15,0,NaN
Elasmothyris,449.500,443.700,4,0,NaN
Elassocrinus,290.100,279.500,7,7,0.0077
Elassonia,318.100,268.000,9,1,0.0230
Elaterium,145.500,140.200,1,1,0.0137
Elaterophanes,205.600,201.600,1,1,1.0000
Elatioriella,161.200,150.800,2,0,NaN
Elburgia,501.000,488.300,7,1,0.0538
Elcana,205.600,140.200,17,16,0.0466
Eldredgeops,416.000,383.700,41,0,NaN
Elea,85.800,70.600,2,0,NaN
Electra,7.246,5.332,1,0,NaN
Electroma,65.500,0.012,2,0,NaN
Eleganticeras,183.000,182.000,4,0,NaN
Elegantilites,460.900,449.500,1,0,NaN
Elegantinia,251.300,201.600,31,12,0.0262
Elegesta,428.200,422.900,1,0,NaN
Elenaella,145.500,140.200,2,1,0.1000
Eleniceras,140.200,130.000,8,5,0.0187
Elephantanellum,5.332,3.600,1,0,NaN
Elephantaria,136.400,55.800,21,2,0.0683
Eleutherocentrus,478.600,468.100,3,0,NaN
Eleutherokomma,383.700,314.600,57,0,NaN
Eleutherospira,409.100,383.700,3,0,NaN
Elganellus,520.000,516.000,2,1,1.0000
Eliasopora,388.100,383.700,1,0,NaN
Elibatocrinus,305.900,279.500,11,10,0.0132
Elicicola,520.000,516.000,3,0,NaN
Elicrinus,412.300,402.500,2,0,NaN
Eligmus,171.600,155.700,130,41,0.0510
Elimata,259.000,254.000,8,0,NaN
Elinoria,318.100,295.000,4,4,0.0256
Elita,416.000,382.400,28,1,0.0205
Eliva,298.900,252.300,30,0,NaN
Elivella,295.000,290.100,1,1,0.0125
Elivina,298.900,254.000,35,16,0.2514
Elkanaspis,498.500,478.600,11,0,NaN
Ella,259.000,254.000,2,0,NaN
Ellasmoastraea,23.030,20.430,1,0,NaN
Ellesmerelasma,388.100,383.700,1,0,NaN
Ellesmerespongia,298.900,279.500,1,0,NaN
Ellesmeroceras,488.300,468.100,23,5,0.2805
Elliottella,295.000,272.500,29,0,NaN
Ellipsactinia,161.200,136.400,16,7,0.1981
Ellipsechinus,28.400,23.030,1,0,NaN
Ellipsella,306.950,279.500,8,2,0.0058
Ellipsocephaloides,498.500,488.300,6,0,NaN
Ellipsocephalus,516.000,513.000,4,2,0.4446
Ellipsocoenia,161.200,28.400,14,2,0.0143
Ellipsoidastraea,183.000,171.600,1,1,0.0952
Ellipsoscapha,83.500,65.500,24,21,0.0068
Ellipsosmilia,150.800,70.600,7,1,0.0488
Ellipsotaphrus,457.500,443.700,1,0,NaN
Elliptocyprites,455.800,449.500,1,0,NaN
Elliptoglossa,456.100,449.500,1,0,NaN
Elliptophillipsia,360.700,353.800,2,1,0.0673
Ellisina,65.500,37.200,5,1,0.0205
Ellisites,449.500,443.700,5,0,NaN
Ellobium,65.500,61.700,1,1,0.0009
Ellsworthoconus,501.000,478.600,3,0,NaN
Elobiceras,105.300,99.600,16,15,0.0052
Elrathia,513.000,501.000,9,1,0.2955
Elrathiella,513.000,501.000,1,0,NaN
Elrathina,516.000,505.000,3,0,NaN
Elrodoceras,471.800,422.900,14,0,NaN
Elversella,303.400,272.500,11,1,0.0023
Elvinia,501.000,488.300,28,0,NaN
Elviniella,501.000,488.300,3,0,NaN
Elymospirifer,409.100,402.500,1,0,NaN
Elysastraea,242.000,201.600,41,1,0.0455
Elythyna,409.100,391.900,10,6,0.1413
Emaciaticeras,189.600,183.000,6,2,0.2425
Emanuella,391.900,382.400,46,2,0.1981
Emarginoconus,542.000,520.000,3,0,NaN
Emarginula,235.000,0.012,45,9,0.0009
Emarites,513.000,501.000,1,0,NaN
Embolaster,460.900,449.500,1,1,0.6000
Embolophyllum,418.700,383.700,13,0,NaN
Emeiconularia,542.000,516.000,2,0,NaN
Emileia,171.600,168.400,1,0,NaN
Emilites,303.400,295.000,4,0,NaN
Emmonsia,416.000,336.000,59,0,NaN
Emmonsiella,418.700,412.300,5,0,NaN
Emperocrinus,428.200,422.900,1,0,NaN
Emphereaster,345.000,342.800,2,2,1.0000
Empidia,150.800,145.500,1,0,NaN
Empodesma,306.950,298.900,1,0,NaN
Enallaster,112.030,99.600,6,0,NaN
Enallhelia,167.700,109.000,54,13,0.0173
Enallocoenia,155.700,150.800,1,0,NaN
Enallocrinus,428.200,391.900,3,0,NaN
Enallophrentis,416.000,383.700,3,0,NaN
Enallopora,445.600,443.700,2,0,NaN
Enallopsammia,37.200,33.900,1,0,NaN
Enallosia,279.500,272.500,2,0,NaN
Enallothecidea,175.600,155.700,4,0,NaN
Enantiosphen,388.100,383.700,1,0,NaN
Enantiosphenella,391.900,388.100,1,0,NaN
Enantiostoma,242.000,235.000,1,1,0.0019
Enantiostreon,247.200,235.000,36,23,0.0999
Enaulofungia,212.000,145.500,19,0,NaN
Enayites,161.200,155.700,1,0,NaN
Encoiloceras,247.200,242.000,1,0,NaN
Encope,5.332,0.012,7,1,0.1579
Encrinaster,455.800,445.600,1,0,NaN
Encrinurella,455.800,452.000,2,0,NaN
Encrinuroides,471.800,452.500,45,10,0.0284
Encrinurus,466.000,412.300,115,3,0.0191
Encrinus,247.200,215.560,33,3,0.0277
Endamplexus,259.000,254.000,2,0,NaN
Endelocrinus,318.100,279.500,9,2,0.0039
Endemoceras,136.400,130.000,4,0,NaN
Endianaulax,167.700,164.700,1,0,NaN
Endiatrachelus,161.200,155.700,1,1,0.0015
Endoceras,478.600,443.700,109,1,0.0909
Endocostea,85.800,65.500,93,8,0.0041
Endocycloceras,488.300,468.100,4,4,0.4028
Endolobus,318.100,314.600,1,0,NaN
Endopachys,40.400,0.082,9,0,NaN
Endophyllum,422.900,376.100,17,0,NaN
Endorioceras,488.300,478.600,1,1,0.1111
Endostoma,272.500,70.600,35,1,0.0909
Endothecium,254.000,252.300,1,0,NaN
Endymionia,471.800,460.900,4,0,NaN
Enetoplax,426.200,422.900,1,1,0.1724
Engina,2.588,0.012,1,0,NaN
Engoniophos,0.126,0.012,1,1,0.0006
Engonoceras,112.030,99.600,18,0,NaN
Enigmaconus,504.000,501.000,1,0,NaN
Enigmalites,296.400,293.000,6,1,0.8000
Ennucula,5.332,0.012,2,2,0.0126
Enoploclytia,112.030,89.300,3,0,NaN
Enoplocoelia,268.000,205.600,11,0,NaN
Enoplostomella,40.400,28.400,7,0,NaN
Ensiferites,391.900,360.700,9,0,NaN
Ensipora,460.900,445.600,10,0,NaN
Ensipteria,259.000,252.300,6,4,0.0798
Ensis,28.400,0.012,6,0,NaN
Entacanthadus,272.500,259.000,25,17,0.3622
Entalina,23.030,15.970,3,0,NaN
Entalophoroecia,13.650,5.332,3,0,NaN
Enteletella,254.000,252.300,1,0,NaN
Enteletes,318.100,252.300,347,76,0.0655
Enteletina,298.900,252.300,17,8,0.1722
Entelophyllum,449.500,412.300,53,0,NaN
Enterolasma,436.000,409.100,21,0,NaN
Enteropleura,247.200,242.000,2,0,NaN
Entobia,161.200,0.004916,20,2,0.0861
Entolioides,251.300,247.200,13,6,0.0219
Entolium,259.000,65.500,321,121,0.0322
Entomella,65.500,61.700,1,0,NaN
Entomis,421.300,265.000,8,0,NaN
Entomoconchus,360.700,265.000,6,1,0.0047
Entomoprimitia,383.700,376.100,3,0,NaN
Entomozoe,436.000,376.100,7,1,1.0000
Enygmophyllum,353.800,342.800,2,0,NaN
Enzinopsis,0.126,0.012,1,0,NaN
Eoacteon,83.500,65.500,7,4,0.0035
Eoagnostus,516.000,513.000,1,0,NaN
Eoangyomphalus,391.900,388.100,2,2,0.0007
Eoantiptychia,247.200,242.000,4,0,NaN
Eoaraxoceras,259.000,254.000,6,0,NaN
Eoarcyzona,409.100,391.900,1,0,NaN
Eoasianites,298.900,272.500,5,0,NaN
Eoastarte,298.900,252.300,7,0,NaN
Eobrachythyris,376.100,370.600,11,0,NaN
Eobronteus,466.000,449.500,4,1,0.0058
Eobucania,488.300,460.900,4,1,1.0000
Eobuchia,251.300,247.200,3,3,0.3489
Eocalliostoma,212.000,201.600,4,4,0.0015
Eocallista,167.700,145.500,29,19,0.0327
Eocamptonectes,279.500,259.000,24,1,0.0015
Eocanites,360.700,353.800,4,0,NaN
Eocarpilius,40.400,37.200,1,0,NaN
Eocatenipora,445.600,443.700,3,0,NaN
Eocaudina,402.500,65.500,63,0,NaN
Eochaunactis,422.900,418.700,1,1,0.0323
Eochiton,488.300,468.100,1,0,NaN
Eochonetes,471.800,443.700,79,31,0.1931
Eochoristites,360.700,345.300,4,1,1.0000
Eochuangia,501.000,488.300,1,1,0.0755
Eocicada,150.800,145.500,7,7,0.1815
Eocicerocrinus,455.800,445.600,1,0,NaN
Eocithara,37.200,5.332,4,0,NaN
Eocoelia,439.000,426.200,9,3,0.0284
Eocomatula,221.500,205.600,1,0,NaN
Eocomoseris,221.500,93.500,37,6,0.0295
Eoconulus,468.100,443.700,2,0,NaN
Eocorynexochus,516.000,513.000,1,0,NaN
Eocryphops,416.000,388.100,2,0,NaN
Eocryptaenia,445.600,443.700,1,0,NaN
Eocyphinium,360.700,326.400,3,0,NaN
Eocypraea,61.700,33.900,5,1,0.0015
Eocypridina,259.000,254.000,1,0,NaN
Eocyrtolites,516.000,513.000,1,0,NaN
Eocystites,501.000,488.300,1,0,NaN
Eocytheropteron,140.200,112.030,2,0,NaN
Eodallina,215.560,212.000,1,0,NaN
Eodalmanitina,466.000,457.500,4,0,NaN
Eoderoceras,196.500,189.600,3,0,NaN
Eodevonaria,412.300,409.100,2,1,0.0006
Eodiadema,252.300,201.600,1,1,0.0357
Eodiceras,161.200,145.500,11,0,NaN
Eodictyonella,449.500,409.100,44,3,0.0222
Eodictyoptychus,83.500,70.600,2,0,NaN
Eodinobolus,460.900,455.800,12,0,NaN
Eodiscus,520.000,501.000,7,1,0.0299
Eodmitria,383.700,376.100,1,1,0.6094
Eodorippe,85.800,65.500,1,1,1.0000
Eodouvilleiceras,125.450,112.030,1,0,NaN
Eodrevermannia,412.300,409.100,2,0,NaN
Eodromites,150.800,145.500,1,0,NaN
Eofallotaspis,520.000,516.000,4,0,NaN
Eofletcheria,466.000,443.700,26,0,NaN
Eofletcheriella,449.500,443.700,1,0,NaN
Eogaudryceras,122.460,93.500,2,1,1.0000
Eoglossinotoechia,416.000,391.900,17,5,0.0526
Eoglossophyllum,412.300,409.100,1,0,NaN
Eoglyphioceras,345.300,326.400,1,1,1.0000
Eogymnites,251.300,247.200,1,1,0.1000
Eogymnotoceras,247.200,242.000,16,16,0.3240
Eohadrotreta,520.000,516.000,1,0,NaN
Eohalobia,542.000,516.000,1,0,NaN
Eohalysiocrinus,443.700,402.500,23,2,1.0000
Eoharpes,468.100,449.500,3,0,NaN
Eohollina,468.100,460.900,2,0,NaN
Eohomalonotus,460.900,457.500,1,0,NaN
Eohyattoceras,290.100,279.500,1,0,NaN
Eohydnophora,136.400,99.600,29,5,0.0551
Eoischyrinia,488.300,478.600,1,0,NaN
Eoisotelus,478.600,460.900,10,0,NaN
Eokainaster,164.700,155.700,1,1,1.0000
Eokaotaia,516.000,513.000,2,0,NaN
Eokepingophyllum,295.000,279.500,3,0,NaN
Eokirkidium,422.900,418.700,1,0,NaN
Eokloedenia,418.700,412.300,2,0,NaN
Eokochaspis,516.000,501.000,31,18,0.8421
Eokosovopeltis,456.100,455.800,5,0,NaN
Eolaballa,254.000,252.300,1,0,NaN
Eolasma,55.800,53.000,1,0,NaN
Eoleperditia,478.600,457.500,99,22,0.0351
Eolissochonetes,326.400,311.450,11,0,NaN
Eolympia,542.000,530.000,1,0,NaN
Eolyttonia,298.900,259.000,109,6,0.0120
Eomarginifera,353.800,295.000,78,11,0.0593
Eomarginiferina,318.100,306.950,1,1,0.0112
Eomartiniopsis,418.700,345.300,36,12,0.0620
Eomegastrophia,436.000,428.200,2,2,0.0186
Eomiodon,201.600,112.030,47,24,0.1330
Eomoelleritia,409.100,402.500,1,0,NaN
Eomonorachus,457.500,452.500,8,4,0.0511
Eomonotis,212.000,205.600,2,0,NaN
Eomyelodactylus,439.000,436.000,7,6,0.7937
Eonavicula,221.500,65.500,68,14,0.0062
Eonovitatus,530.000,516.000,2,0,NaN
Eontia,0.126,0.012,3,0,NaN
Eoobolus,520.000,513.000,13,0,NaN
Eoorthis,501.000,460.900,12,0,NaN
Eopagodea,449.500,445.600,1,0,NaN
Eoparaphorhynchus,383.700,370.600,5,1,1.0000
Eoparisocrinus,455.800,422.900,2,1,0.0410
Eopaziella,28.400,23.030,1,0,NaN
Eopecten,247.200,145.500,91,45,0.0141
Eophacops,445.600,416.000,31,2,0.0192
Eophasma,196.500,189.600,1,0,NaN
Eophyllites,251.300,242.000,15,12,0.2042
Eophysema,37.200,33.900,1,0,NaN
Eoplatyzona,388.100,383.700,1,0,NaN
Eoplectodonta,457.500,418.700,80,22,0.0722
Eoplicanoplia,418.700,416.000,1,0,NaN
Eoproductella,409.100,402.500,1,0,NaN
Eoprokopia,412.300,409.100,1,0,NaN
Eoprotrachyceras,247.200,235.000,11,0,NaN
Eopsephaea,65.500,33.900,4,0,NaN
Eopsiloceras,205.600,201.600,1,0,NaN
Eopteria,488.300,445.600,53,10,0.0323
Eoptychia,360.700,326.400,3,0,NaN
Eoptychoparia,516.000,505.000,5,0,NaN
Eoradiolites,122.460,65.500,40,2,0.3651
Eoredlichia,520.000,513.000,8,0,NaN
Eoreticularia,428.200,383.700,21,3,0.0037
Eorobergia,488.300,457.500,7,0,NaN
Eorudolfoceras,488.300,478.600,7,0,NaN
Eoscaphelasma,498.500,488.300,1,0,NaN
Eoscheiella,466.000,460.900,1,0,NaN
Eoschizodus,409.100,391.900,2,0,NaN
Eoschuchertella,416.000,370.600,26,8,0.0135
Eoscoliostoma,412.300,409.100,1,1,0.0006
Eoshengia,513.000,501.000,1,1,0.3491
Eosinocerithium,254.000,252.300,1,0,NaN
Eosiphonotreta,488.300,460.900,3,0,NaN
Eosoconus,542.000,516.000,2,0,NaN
Eosolariella,205.600,201.600,11,11,0.0105
Eosomichelinoceras,468.100,452.000,12,2,0.7071
Eosophragmophora,409.100,402.500,2,0,NaN
Eosotrematorthis,478.600,468.100,2,0,NaN
Eospencia,516.000,513.000,4,0,NaN
Eospinatrypa,428.200,426.200,1,0,NaN
Eospirifer,443.700,388.100,139,2,0.0351
Eospirigerina,449.500,439.000,14,0,NaN
Eospondylus,412.300,383.700,2,0,NaN
Eospongia,468.100,457.500,39,0,NaN
Eostromatopora,436.000,428.200,1,0,NaN
Eostrophalosia,383.700,376.100,41,0,NaN
Eostropheodonta,445.600,439.000,13,0,NaN
Eostrotion,298.900,295.000,1,0,NaN
Eosurcula,48.600,37.200,2,0,NaN
Eosyringothyris,388.100,383.700,2,0,NaN
Eotebenna,520.000,505.000,8,1,0.1064
Eothalassoceras,303.400,298.900,1,0,NaN
Eothele,516.000,501.000,25,4,0.0973
Eothinites,290.100,272.500,13,10,0.0498
Eotissotia,93.500,89.300,1,0,NaN
Eotomaria,471.800,422.900,44,2,0.0159
Eotrapezium,221.500,164.700,7,0,NaN
Eotrigonia,23.030,5.332,5,0,NaN
Eotrimeroceras,443.700,436.000,1,0,NaN
Eotrochus,339.400,326.400,12,4,0.0048
Eoturris,23.030,15.970,1,0,NaN
Eoursivivas,145.500,109.000,3,0,NaN
Eovasum,55.800,33.900,7,1,0.0173
Eowellerites,318.100,311.450,1,0,NaN
Epactridion,520.000,516.000,1,0,NaN
Epadrianites,268.000,265.000,3,0,NaN
Epancyloceras,125.450,122.460,2,0,NaN
Eperisocrinus,305.900,303.400,1,0,NaN
