genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Echinosphaerites,463.500,445.600,20,0,NaN
Echinostrephus,5.332,2.588,1,0,NaN
Echinus,37.200,3.600,3,0,NaN
Echioceras,196.500,189.600,10,0,NaN
Echyropora,412.300,388.100,5,0,NaN
Economolopsis,326.400,306.950,18,0,NaN
Ecphora,83.500,2.588,106,16,0.0038
Ectenocrinus,452.000,449.500,50,46,0.0627
Ectenodesma,383.700,376.100,6,0,NaN
Ectenoglossa,488.300,449.500,5,1,1.0000
Ectenonotus,478.600,449.500,2,0,NaN
Ecthlimma,183.000,182.000,1,1,0.0027
Ectillaenus,466.000,449.500,41,0,NaN
Ectinochilus,65.500,33.900,37,14,0.0300
Ectocentrites,201.600,189.600,2,1,0.4167
Ectocyrtoceras,422.900,418.700,1,0,NaN
Ectogrammysia,326.400,305.900,9,0,NaN
Ectolcites,215.560,212.000,2,0,NaN
Ectomaria,460.900,318.100,3,0,NaN
Ectosinum,23.030,15.970,1,0,NaN
Edmondia,436.000,252.300,126,29,0.0207
Edriosteges,268.000,254.000,27,2,0.0253
Egerea,28.400,23.030,1,0,NaN
Egerella,48.600,37.200,2,1,0.0201
Egestas,19.000,15.900,2,0,NaN
Egiinocyathus,516.000,513.000,1,1,1.0000
Egilina,0.126,0.012,1,1,0.0003
Egorovella,466.000,449.500,3,0,NaN
Egotistica,19.000,15.900,1,0,NaN
Ehlersella,443.700,436.000,1,0,NaN
Ehmania,513.000,505.000,1,1,0.0484
Ehmaniella,513.000,505.000,3,0,NaN
Eichwaldithyris,136.400,130.000,6,6,0.1778
Eichwaldopora,478.600,460.900,1,0,NaN
Eidosocrinus,290.100,279.500,1,0,NaN
Eirenura,189.600,183.000,1,0,NaN
Eirlysia,259.000,254.000,1,0,NaN
Eirmocrinus,314.600,306.950,2,0,NaN
Ekaterodonta,478.600,460.900,7,0,NaN
Ekeraspis,488.300,476.800,7,0,NaN
Ektyphocythere,201.600,175.600,17,0,NaN
Ekvasophyllum,345.000,336.000,1,0,NaN
Ekwipagetia,516.000,513.000,1,0,NaN
Elachisina,2.588,0.000,1,0,NaN
Elachorbis,19.000,0.000,7,2,0.0583
Elaeocyma,37.200,2.588,7,0,NaN
Elaphrus,2.588,0.012,1,1,0.0196
Elasmata,298.900,279.500,5,2,0.0248
Elasmoierea,93.500,89.300,1,0,NaN
Elasmonema,409.100,391.900,1,0,NaN
Elasmophyllia,37.200,33.900,1,0,NaN
Elasmoscolex,183.000,182.000,1,1,0.0909
Elaterina,196.500,189.600,2,2,0.1400
Elaterites,55.800,48.600,1,1,0.5000
Elaterophanes,205.600,189.600,3,3,0.0630
Elburgia,501.000,488.300,2,0,NaN
Elcana,201.600,182.000,81,80,0.0174
Elcanoedischia,272.500,268.000,2,2,0.0088
Eldredgeops,388.100,383.700,105,21,0.0613
Electra,5.332,0.012,14,0,NaN
Electroma,65.500,0.012,9,3,0.0141
Elegantarca,247.200,242.000,13,8,0.0162
Eleganticeras,183.000,182.000,4,0,NaN
Elegantilites,466.000,443.700,6,1,0.0013
Elegantinia,247.200,201.600,51,27,0.0097
Elegesta,428.200,422.900,1,0,NaN
Elephantaria,99.600,65.500,2,0,NaN
Elephantoceras,272.500,265.000,2,0,NaN
Eleutherocentrus,471.800,457.500,1,0,NaN
Eleutherokomma,388.100,314.600,22,2,0.0266
Elgerius,33.900,28.400,4,0,NaN
Eliasopora,388.100,326.400,2,0,NaN
Elibatocrinus,305.900,295.000,8,6,0.0238
Eligmus,167.700,161.200,17,7,0.0270
Elimaproetus,436.000,428.200,2,0,NaN
Elimata,290.100,259.000,18,15,0.0528
Elinoria,303.400,298.900,1,0,NaN
Elita,412.300,376.100,102,29,0.0163
Eliva,259.000,254.000,1,1,0.4615
Elivina,295.000,254.000,14,2,0.0271
Ella,265.000,259.000,1,0,NaN
Ellatrivia,33.900,5.332,3,0,NaN
Ellia,145.500,140.200,1,1,0.0270
Ellipsella,303.400,295.000,3,2,0.0095
Ellipsocephaloides,501.000,488.300,16,4,0.1368
Ellipsocephalus,520.000,505.000,33,1,0.1111
Ellipsocoenia,140.200,112.030,2,0,NaN
Ellipsoscapha,83.500,58.700,53,36,0.0039
Ellipsosmilia,99.600,93.500,1,0,NaN
Ellipsotaphrus,466.000,443.700,7,0,NaN
Elliptechinus,306.950,303.400,1,1,0.0556
Elliptocephala,530.000,513.000,1,0,NaN
Elliptoglossa,488.300,466.000,2,1,0.1129
Elliptotellina,55.800,0.012,6,1,0.0128
Ellobium,21.6,2.588,4,1,0.0001
Elobiceras,105.300,99.600,9,0,NaN
Elofsonia,13.650,11.608,8,0,NaN
Elrathia,513.000,498.500,30,3,0.1440
Elrathiella,516.000,505.000,1,0,NaN
Elrathina,513.000,505.000,4,1,0.0193
Elvinia,501.000,488.300,7,1,0.0276
Elyaspis,501.000,488.300,1,1,0.0112
Elymospirifer,409.100,402.500,9,8,0.0077
Elysastraea,189.600,183.000,1,0,NaN
Elythyna,409.100,391.900,1,1,0.9429
Emanuella,388.100,383.700,7,2,0.0081
Emarginula,201.600,0.000,60,35,0.0032
Emarginulina,61.700,58.700,1,0,NaN
Embigryllus,247.200,242.000,1,1,0.0057
Emileia,171.600,168.400,3,0,NaN
Emiliodonta,460.900,449.500,1,1,0.1525
Emilites,298.900,295.000,3,2,0.0109
Emmonsia,412.300,339.400,4,1,0.1775
Emmrichops,466.000,460.900,1,0,NaN
Emphereaster,345.300,342.800,1,1,1.0000
Empodesma,306.950,298.900,1,0,NaN
Enaeta,33.900,1.6,8,0,NaN
Enallaster,122.460,109.000,2,0,NaN
Enallhelia,140.200,136.400,2,1,0.0145
Enallocoenia,161.200,155.700,1,1,1.0000
Enallopora,460.900,449.500,1,0,NaN
Enallopsammia,19.000,12.700,2,0,NaN
Enamma,183.000,182.000,1,0,NaN
Enantiostreon,259.000,242.000,12,5,0.0129
Encope,15.970,0.012,30,2,0.0237
Encrinaster,409.100,383.700,16,1,0.0526
Encrinurella,478.600,466.000,5,0,NaN
Encrinuroides,457.500,418.700,15,2,0.0296
Encrinurus,455.800,416.000,51,2,0.0301
Encrinus,247.200,232.000,20,12,0.0099
Endelocrinus,305.900,279.500,2,0,NaN
Endemoceras,136.400,130.000,2,0,NaN
Endiaplocus,167.700,164.700,1,0,NaN
Endiatrachelus,122.460,112.030,3,0,NaN
Endoceras,478.600,443.700,27,3,0.0874
Endocostea,85.800,65.500,18,5,0.0049
Endodesma,449.500,443.700,1,0,NaN
Endoiasmus,311.450,306.950,1,1,0.0169
Endolobus,279.500,254.000,4,0,NaN
Endopachychilus,48.600,37.200,1,0,NaN
Endopachys,55.800,33.900,51,45,0.0076
Endophyllum,388.100,383.700,2,1,0.0213
Endops,265.000,259.000,1,0,NaN
Endosiphonites,364.700,360.700,1,1,0.0284
Endospirifer,428.200,422.900,1,0,NaN
Endostoma,136.400,89.300,2,0,NaN
Endymionia,466.000,460.900,1,0,NaN
Engellestes,279.500,272.500,1,1,0.0088
Engerrophorus,183.000,182.000,1,1,0.0333
Engina,11.1,0.012,8,0,NaN
Engoniophos,4.6,4.6,1,1,0.0104
Engonoceras,112.030,99.600,7,2,0.0444
Enigmaeshna,99.600,93.500,1,1,1.0000
Ennucula,33.900,0.000,36,10,0.0089
Enodicarcinus,125.450,112.030,1,0,NaN
Enoploceras,251.300,247.200,2,0,NaN
Enoplochiton,0.126,0.012,1,0,NaN
Enoploclytia,122.460,61.700,4,1,0.0062
Enoplocoelia,265.000,259.000,1,0,NaN
Enoplostomella,33.900,28.400,4,0,NaN
Enoploura,449.500,443.700,1,0,NaN
Ensiculus,0.126,0.012,1,0,NaN
Ensipteria,268.000,252.300,12,0,NaN
Ensis,40.400,0.000,135,41,0.0081
Ensitellops,3.600,0.012,7,4,0.0014
Entalina,48.600,15.970,4,0,NaN
Entalophoroecia,5.332,3.600,1,0,NaN
Enteletes,313.800,252.300,54,13,0.0476
Entelophyllum,422.900,421.300,3,0,NaN
Enterolasma,436.000,391.900,14,0,NaN
Enteropleura,247.200,242.000,4,3,0.0041
Entobia,125.450,11.608,11,4,0.0774
Entolioides,221.500,205.600,6,0,NaN
Entolium,265.000,65.500,568,173,0.0660
Entomaspis,501.000,488.300,1,0,NaN
Entomis,421.300,418.700,5,0,NaN
Entomope,112.030,40.400,8,3,0.0024
Entomozoe,449.500,445.600,1,0,NaN
Eoacteon,83.500,65.500,23,18,0.0025
Eoagnostus,516.000,513.000,2,0,NaN
Eoamaltheus,196.500,189.600,1,0,NaN
Eoanastrophia,460.900,445.600,3,0,NaN
Eoangyomphalus,388.100,383.700,5,0,NaN
Eoaraxoceras,259.000,254.000,1,0,NaN
Eoarthropleura,409.100,402.500,1,0,NaN
Eoasianites,318.100,290.100,39,11,0.1466
Eobrachythyris,376.100,360.700,11,0,NaN
Eobucania,488.300,478.600,2,1,0.7500
Eobuccinella,55.800,37.200,5,0,NaN
Eocallista,167.700,112.030,15,4,0.0017
Eocamptonectes,259.000,254.000,1,0,NaN
Eocanites,360.700,345.300,5,4,0.0146
Eocaudina,388.100,161.200,15,6,0.0958
Eocercopis,183.000,182.000,3,3,0.0090
Eochonetes,460.900,443.700,24,0,NaN
Eocithara,33.900,5.332,4,0,NaN
Eoclathurella,48.600,33.900,2,2,0.0013
Eocoelia,443.700,428.200,79,1,0.0204
Eoconchidium,449.500,443.700,2,0,NaN
Eoconularia,478.600,466.000,2,0,NaN
Eoconulus,488.300,460.900,2,1,0.0097
Eocramatia,466.000,463.500,3,3,0.5109
Eocyphinium,360.700,345.300,1,0,NaN
Eocypraea,61.700,28.400,6,0,NaN
Eocythara,55.800,48.600,8,5,0.0011
Eocytheropteron,161.200,28.400,14,0,NaN
Eodalmanella,466.000,449.500,8,6,0.1338
Eodalmanitina,466.000,457.500,13,0,NaN
Eoderoceras,196.500,189.600,2,0,NaN
Eodevonaria,416.000,383.700,44,0,NaN
Eodiadema,252.300,183.000,2,1,0.0357
Eodichroma,37.200,33.900,1,1,0.5000
Eodictyonella,443.700,391.900,11,2,0.0037
Eodindymene,452.000,443.700,1,1,0.0020
Eodinobolus,460.900,445.600,4,0,NaN
Eodorippe,85.800,65.500,1,1,1.0000
Eodouvilleiceras,122.460,112.030,1,0,NaN
Eodrilla,48.600,37.200,3,3,0.0020
Eofallotaspis,530.000,516.000,1,0,NaN
Eofavartia,48.600,40.400,1,0,NaN
Eofletcheria,460.900,457.500,3,1,0.0625
Eogaudryceras,122.460,99.600,5,3,0.4055
Eogerridium,183.000,182.000,1,1,0.0333
Eoglyphioceras,345.300,326.400,1,1,0.8889
Eogryphus,65.500,55.800,2,0,NaN
Eogunnarites,105.300,93.500,10,0,NaN
Eogymnotoceras,247.200,242.000,14,1,0.4762
Eohalysiocrinus,428.200,422.900,7,2,1.0000
Eoharpa,70.600,65.500,2,2,0.0008
Eoharpes,466.000,457.500,7,1,0.1200
Eohomalonotus,466.000,457.500,10,0,NaN
Eohydnophora,136.400,109.000,11,0,NaN
Eoindocrinus,290.100,272.500,3,0,NaN
Eoisotelus,478.600,449.500,1,0,NaN
Eokochaspis,513.000,501.000,19,2,1.0000
Eokosovopeltis,443.700,439.000,1,0,NaN
Eoleonaspis,445.600,443.700,1,0,NaN
Eoleperditia,460.900,449.500,3,1,0.9402
Eolimnobia,183.000,182.000,1,1,0.0027
Eolissochonetes,326.400,265.000,17,0,NaN
Eolocustopsis,254.000,252.300,1,1,0.0104
Eolyttonia,265.000,252.300,5,3,0.2949
Eomaoristrophia,422.900,418.700,1,0,NaN
Eomarginifera,360.700,298.900,98,72,0.1242
Eomarshallites,105.300,99.600,4,0,NaN
Eomiodon,201.600,112.030,100,46,0.1318
Eomonorachus,457.500,452.500,6,3,0.0203
Eomonotis,221.500,205.600,16,1,1.0000
Eomunidopsis,83.500,70.600,8,0,NaN
Eomyelodactylus,439.000,436.000,3,3,0.6300
Eonathorstites,242.000,235.000,1,0,NaN
Eonavicula,175.600,112.030,21,12,0.0086
Eontia,4.3,0.000,40,4,0.0021
Eoobolus,516.000,513.000,7,0,NaN
Eoorthis,501.000,478.600,6,0,NaN
Eopapyrina,37.200,15.970,9,0,NaN
Eoparaphorhynchus,376.100,370.600,3,0,NaN
Eopaziella,33.900,23.030,9,3,0.0050
Eopecten,235.000,99.600,85,42,0.0465
Eophacops,443.700,428.200,2,0,NaN
Eophilobryoidella,247.200,242.000,5,5,0.0208
Eopholidostrophia,443.700,436.000,33,31,0.0206
Eophyllites,251.300,247.200,1,0,NaN
Eophysema,55.800,37.200,10,10,0.0093
Eoplatyzona,388.100,383.700,4,0,NaN
Eoplectodonta,460.900,422.900,235,157,0.0911
Eopleurotoma,65.500,28.400,88,48,0.0044
Eoprotrachyceras,242.000,235.000,2,0,NaN
Eopsephaea,48.600,40.400,4,0,NaN
Eopsiloceras,205.600,196.500,2,0,NaN
Eopsychops,272.500,268.000,1,1,0.0185
Eopsychopsis,272.500,268.000,1,1,0.0270
Eopsylla,272.500,268.000,3,3,0.0713
Eoptychia,364.700,305.900,4,1,0.0011
Eoptychoparia,516.000,505.000,1,0,NaN
Eoptychoptera,196.500,130.000,7,7,0.0097
Eoptychopterina,145.500,130.000,3,3,0.0189
Eoredlichia,520.000,516.000,16,9,0.0063
Eoreticularia,422.900,388.100,3,0,NaN
Eorhipidomella,466.000,457.500,5,0,NaN
Eorobergia,466.000,460.900,1,0,NaN
Eosagenites,242.000,235.000,6,1,0.0353
Eosagrion,183.000,182.000,1,1,0.0027
Eosalenia,164.700,155.700,3,0,NaN
Eoscaphella,55.800,37.200,4,0,NaN
Eoscaphites,105.300,99.600,1,1,0.0053
Eoschizodus,428.200,360.700,72,7,0.0416
Eoschuchertella,416.000,376.100,10,2,0.0218
Eosiphonalia,33.900,23.030,6,0,NaN
Eosophragmophora,409.100,402.500,10,10,0.1146
Eosoptychoparia,513.000,505.000,6,0,NaN
Eosotrematorthis,478.600,466.000,3,0,NaN
Eosphinctoceras,150.800,145.500,2,0,NaN
Eospirifer,445.600,391.900,74,13,0.0365
Eospiriferina,412.300,409.100,2,0,NaN
Eospirigerina,455.800,422.900,21,8,0.0365
Eospondylus,391.900,388.100,1,0,NaN
Eosteinmannites,215.560,212.000,4,0,NaN
Eostrophalosia,383.700,376.100,3,0,NaN
Eostropheodonta,449.500,418.700,71,27,0.0662
Eostrophonella,443.700,436.000,2,0,NaN
Eosturia,251.300,247.200,1,0,NaN
Eosurcula,65.500,37.200,28,21,0.0033
Eotabanoid,145.500,140.200,1,1,0.0135
Eothele,516.000,513.000,1,0,NaN
Eothetidites,215.560,212.000,4,0,NaN
Eothinites,290.100,272.500,7,5,0.2293
Eotipula,183.000,182.000,6,6,0.0027
Eotomaria,455.800,428.200,6,1,0.0105
Eotrapezium,189.600,167.700,10,0,NaN
Eotretochone,65.500,61.700,1,0,NaN
Eotrigonia,33.900,5.332,19,0,NaN
Eotrimeroceras,443.700,436.000,1,0,NaN
Eotrochus,336.000,326.400,2,2,0.0059
Eoturris,61.700,15.970,8,0,NaN
Eoursivivas,145.500,130.000,5,0,NaN
Eovasum,61.700,40.400,3,1,0.0173
Eovolva,48.600,40.400,1,0,NaN
Epacroleda,15.970,11.608,6,0,NaN
Epadrianites,259.000,254.000,1,0,NaN
Epalxis,55.800,48.600,1,0,NaN
Epancyloceras,125.450,122.460,1,0,NaN
Eparietites,196.500,189.600,3,0,NaN
Ephippioceras,318.100,295.000,4,0,NaN
Epiacrocrinus,314.600,303.400,3,3,0.6300
Epiaster,109.000,105.300,1,0,NaN
Epiboreoceras,251.300,247.200,1,1,0.4200
Epicodakia,37.200,0.012,7,0,NaN
Epicyprina,122.460,99.600,9,7,0.0244
Epideigma,311.450,306.950,1,1,0.0182
Epididontus,183.000,182.000,1,1,0.0027
Epidirona,11.608,5.332,2,0,NaN
Epigambria,183.000,182.000,1,1,0.0027
Epigoniceras,85.800,83.500,1,0,NaN
Epigymnites,242.000,235.000,1,0,NaN
Epihoplites,105.300,93.500,8,8,0.0128
Epijuresanites,279.500,272.500,3,1,1.0000
Epijuvavites,221.500,215.560,1,0,NaN
Epilestes,272.500,268.000,1,1,0.0062
Epileymeriella,112.030,99.600,3,3,0.0296
Epilucina,58.700,0.122,46,20,0.0195
Epimastax,272.500,252.300,3,3,0.0841
Epimayaites,161.200,155.700,2,0,NaN
Epimayites,161.200,155.700,1,1,0.1667
Epipaston,436.000,428.200,1,0,NaN
Epipeltoceras,161.200,155.700,1,1,0.0029
Epiphaxum,37.200,15.970,3,0,NaN
Episageceras,259.000,254.000,1,0,NaN
Episculites,215.560,212.000,7,0,NaN
Episcynia,48.600,0.012,11,2,0.0020
Episiphon,167.700,8.5,5,2,0.0050
Epismilia,112.030,99.600,1,0,NaN
Epismiliopsis,196.500,189.600,2,1,0.6667
Epistreptophyllum,167.700,112.030,12,2,0.0761
Epithyris,167.700,164.700,1,0,NaN
Epitomyonia,449.500,436.000,12,5,0.1425
Epitonium,112.030,0.000,362,103,0.0031
Epitornoceras,388.100,383.700,2,0,NaN
Epivirgatites,150.800,145.500,2,0,NaN
Epophioceras,196.500,189.600,1,0,NaN
Equichlamys,11.608,2.588,3,0,NaN
Erasipterella,318.100,314.600,2,2,0.0511
Erasipteroides,318.100,314.600,1,1,0.1250
Erato,20.430,0.012,57,39,0.0028
Eratocrinus,345.300,345.000,2,0,NaN
Eratoidea,21.6,2.588,17,5,0.0848
Eratopsis,37.200,12.700,4,2,0.0039
Eratotrivia,55.800,48.600,1,0,NaN
Ercaia,520.000,516.000,2,1,0.0352
Eremites,212.000,205.600,1,1,0.0738
Eremotherium,0.4,0.012,4,0,NaN
Eremotrema,452.000,445.600,3,1,0.0333
Eretmocrinus,353.800,345.000,10,3,0.3150
Erettopterus,443.700,409.100,13,0,NaN
Erfoudites,364.700,360.700,1,1,0.7726
Ergaea,3.600,0.012,6,1,0.0003
Ergalatax,23.030,20.430,1,1,0.0001
Ergaula,93.500,89.300,1,1,0.1000
Erginus,48.600,0.000,3,0,NaN
Ericusa,28.400,2.588,12,0,NaN
Eridmatus,303.400,272.500,10,1,0.0107
Eridoconcha,449.500,443.700,3,0,NaN
Eridophyllum,388.100,383.700,21,7,0.0291
Eridopora,336.000,279.500,8,3,0.0152
Eridorthis,460.900,439.000,12,11,0.0175
Eridotrypa,460.900,416.000,21,0,NaN
Eridotrypella,445.600,443.700,1,0,NaN
Erinella,5.332,2.588,1,0,NaN
Erinoceras,272.500,268.000,4,0,NaN
Eriosachila,48.600,15.970,3,0,NaN
Eripachya,83.500,70.600,7,0,NaN
Eriphia,0.126,0.012,1,0,NaN
Eriphyla,150.800,61.700,106,39,0.0207
Eriptycha,122.460,55.800,18,1,0.0023
Erirrhinites,55.800,48.600,2,2,0.0079
Erismatina,254.000,252.300,2,0,NaN
Erisocrinus,305.900,254.000,12,8,0.1153
Eritropis,468.100,460.900,5,0,NaN
Erixanium,501.000,488.300,2,0,NaN
Erlangeracrocrinus,314.600,306.950,1,1,0.1667
Ermoceras,171.600,168.400,1,0,NaN
Erodona,0.126,0.012,1,1,0.0192
Erosaria,33.900,0.012,27,10,0.0033
Erratopleura,164.700,161.200,2,0,NaN
Erratothilda,164.700,136.400,4,2,0.0000
Erronea,15.970,2.588,19,5,0.0070
Ervilia,37.200,0.000,138,56,0.0115
Ervillia,5.332,0.000,2,0,NaN
Erycina,85.800,0.012,39,7,0.0011
Erycinella,15.970,2.588,8,1,0.0002
Erycites,175.600,112.030,11,0,NaN
Erycitoides,175.600,171.600,11,0,NaN
Eryma,175.600,130.000,9,4,0.0557
Erymnoceras,164.700,161.200,7,0,NaN
Eryon,201.600,196.500,1,0,NaN
Escarguelites,251.300,247.200,2,0,NaN
Escharella,37.200,0.012,13,0,NaN
Escharicellaria,58.700,48.600,1,0,NaN
Escharina,5.332,1.6,3,2,0.0006
Escharoides,58.700,48.600,1,0,NaN
Escharopora,455.800,443.700,18,7,0.0883
Eselaevitrigonia,105.300,65.500,6,0,NaN
Esericeras,180.100,175.600,1,0,NaN
Esmeraldina,530.000,513.000,9,3,0.0890
Estaingia,520.000,516.000,2,0,NaN
Estheria,290.100,201.600,2,0,NaN
Esthoniopora,460.900,455.800,1,0,NaN
Esthonioporina,445.600,443.700,1,0,NaN
Estoniops,463.500,455.800,5,0,NaN
Estrellospongia,268.000,259.000,6,6,0.1083
Etalia,247.200,242.000,8,0,NaN
Etea,93.500,48.600,62,30,0.0128
Ethalia,11.608,2.588,3,1,0.0275
Ethelocrinus,326.400,318.100,1,0,NaN
Etheridgaspis,476.800,466.000,2,0,NaN
Etheridgella,314.600,295.000,2,0,NaN
Etheridgia,83.500,70.600,1,0,NaN
Etherilosia,295.000,254.000,17,4,0.0682
Etheripecten,318.100,252.300,162,72,0.0208
Ethmocardium,83.500,65.500,17,5,0.0501
Etoctenocystis,513.000,505.000,5,0,NaN
Etrema,48.600,3.600,3,0,NaN
Etremopsis,19.000,5.332,11,0,NaN
Etymothyris,409.100,391.900,3,0,NaN
Etyus,33.900,28.400,4,0,NaN
Euagassiceras,196.500,189.600,1,0,NaN
Euaptetoceras,175.600,171.600,1,0,NaN
Euaspidoceras,161.200,155.700,14,8,0.0073
Eubaculites,70.600,65.500,61,26,0.0543
Eublattula,183.000,182.000,1,1,0.0027
Eubleptus,311.450,306.950,4,4,0.0476
Eubostrychoceras,93.500,70.600,19,8,0.0512
Eubrodia,311.450,306.950,2,2,0.1291
Eucaenus,311.450,306.950,12,12,0.0659
Eucalycoceras,99.600,93.500,6,0,NaN
Eucalyptocrinites,443.700,422.900,11,1,0.0384
Eucalyptocrinus,428.200,422.900,1,0,NaN
Eucharis,254.000,252.300,1,1,0.1250
Eucharitina,412.300,402.500,3,0,NaN
Eucheilodon,48.600,33.900,9,8,0.0039
Euchelus,15.970,0.000,17,0,NaN
Euchondria,364.700,252.300,67,4,0.0278
Euchondrioides,272.500,259.000,3,0,NaN
Euchoroptera,306.950,303.400,1,1,1.0000
Euchrysalis,235.000,232.000,1,0,NaN
Eucidaris,55.800,0.012,5,0,NaN
Euciphoceras,55.800,48.600,1,0,NaN
Eucithara,2.588,0.781,1,0,NaN
Eucladocrinus,345.300,345.000,1,0,NaN
Euclathurella,6.1,2.588,6,4,0.0163
Euclia,17.4,1.6,86,27,0.0100
Eucochlis,388.100,306.950,5,1,0.0080
Euconia,478.600,466.000,3,0,NaN
Euconospira,345.000,268.000,12,2,0.0054
Eucorethrina,145.500,140.200,1,1,0.0135
Eucrassatella,65.500,0.012,128,24,0.0156
Eucrunoecia,130.000,125.450,1,1,0.1111
Eucycloidea,167.700,161.200,4,0,NaN
Eucycloscala,247.200,58.700,53,44,0.0150
Eucyclus,196.500,65.500,59,38,0.0087
Eucythere,20.430,3.600,6,0,NaN
Eucytherura,196.500,1.9,20,2,0.0071
Eudaronia,167.700,161.200,18,18,0.0128
Eudesia,167.700,161.200,18,9,0.0246
Eudimerocrinus,416.000,412.300,4,0,NaN
Eudmetoceras,180.100,171.600,1,0,NaN
Eudolatites,460.900,443.700,19,0,NaN
Eudolium,18.2,3.600,7,0,NaN
Eudoxina,360.700,345.300,1,0,NaN
Euestheria,318.100,164.700,2,0,NaN
Eufistulana,83.500,33.900,8,2,0.0163
Eufistulina,70.600,65.500,27,26,0.0166
Euflemingites,252.300,247.200,27,2,0.1245
Eugasterella,409.100,388.100,3,0,NaN
Eugeniconus,3.600,2.588,1,0,NaN
Euglandina,0.126,0.012,1,0,NaN
Euglyphella,388.100,383.700,18,1,0.0035
Eugonocare,501.000,488.300,2,0,NaN
Eugyra,140.200,99.600,23,1,0.0145
Euhelia,112.030,99.600,1,0,NaN
Euhomaloceras,85.800,83.500,1,1,0.0139
Euhoplites,109.000,93.500,3,2,0.0114
Euhyphantoceras,70.600,65.500,1,0,NaN
Eukargalaria,272.500,268.000,1,1,1.0000
Eukloedenella,422.900,254.000,6,2,0.0720
Eukuloja,272.500,268.000,1,1,0.0370
Eula,3.600,2.588,4,0,NaN
Eulima,105.300,0.000,167,95,0.0018
Eulimastoma,11.1,0.000,20,15,0.0028
Eulimella,48.600,0.012,60,35,0.0018
Eulithidium,2.588,0.781,3,1,0.0092
Euloma,488.300,466.000,13,0,NaN
Eulomacoceras,259.000,254.000,3,0,NaN
Eulophoceras,89.300,70.600,4,0,NaN
Euloxa,7.246,5.332,6,0,NaN
Eulytoceras,130.000,122.460,9,2,0.1441
Eumarcia,48.600,0.012,21,3,0.0970
Eumedlicottia,279.500,268.000,2,0,NaN
Eumetabolotoechia,388.100,382.400,188,163,0.6983
Eumetria,360.700,318.100,18,8,0.0781
Eumetula,33.900,0.000,4,2,0.0016
Eumolpites,201.600,196.500,1,1,0.0238
Eumorphoceras,336.000,318.100,20,4,0.3244
Eumorphocorystes,28.400,23.030,2,0,NaN
Eumorphocystis,460.900,449.500,1,0,NaN
Eumorpholites,457.500,449.500,3,0,NaN
Eumorphotis,254.000,201.600,72,19,0.0406
Eunaticina,70.600,0.781,23,1,0.0005
Eunema,452.000,383.700,12,0,NaN
Eunemopsis,254.000,252.300,1,0,NaN
Eunerinea,161.200,145.500,3,0,NaN
Eunicella,33.900,28.400,1,0,NaN
Euomphaloceras,105.300,89.300,19,10,0.5947
Euomphalopterus,436.000,422.900,6,1,0.0661
Euomphalus,455.800,242.000,30,10,0.0072
Euonychocrinus,305.900,303.400,5,4,0.0069
Euorthisina,488.300,466.000,15,5,0.1207
Eupachycrinus,318.100,306.950,5,0,NaN
Eupachydiscus,89.300,65.500,18,0,NaN
Eupatagus,48.600,5.332,11,4,0.0733
Euphemites,376.100,252.300,115,16,0.0808
Euphemitopsis,290.100,254.000,12,9,0.2784
Euphemus,318.100,314.600,1,0,NaN
Euphenax,48.600,40.400,1,0,NaN
Euphylax,23.030,5.332,1,0,NaN
Euphyllia,61.700,55.800,2,0,NaN
Euphyllites,201.600,196.500,3,0,NaN
Eupleura,65.500,0.085,107,35,0.0085
Eupleuroceras,306.950,303.400,1,0,NaN
Euplica,0.012,0.000,1,0,NaN
Euprimites,463.500,455.800,10,0,NaN
Euprimitia,466.000,443.700,20,0,NaN
Euptychoceras,130.000,122.460,3,3,0.0539
Eurekia,501.000,488.300,3,1,1.0000
Euremisca,279.500,272.500,1,1,0.0029
Eurete,105.300,53.000,2,0,NaN
Eurhodia,37.200,33.900,1,1,0.0069
Eurhomalea,55.800,0.000,57,0,NaN
Eurycephalites,167.700,161.200,4,0,NaN
Eurychilina,460.900,457.500,16,0,NaN
Eurydesma,298.900,265.000,130,20,0.0278
Eurymya,478.600,471.800,1,0,NaN
Eurynotus,318.100,298.900,2,2,1.0000
Eurynucha,183.000,182.000,1,0,NaN
Euryochetus,55.800,48.600,2,1,0.0002
Euryocrinus,388.100,345.000,3,0,NaN
Euryphyllum,298.900,252.300,28,0,NaN
Euryplegma,65.500,53.000,1,0,NaN
Eurypterus,443.700,314.600,16,0,NaN
Euryptilodes,279.500,272.500,2,2,0.0221
Euryptilon,279.500,272.500,1,1,0.1429
Eurypyrene,15.970,0.126,5,2,0.0012
Euryrizoceras,422.900,418.700,1,0,NaN
Euryspirifer,412.300,391.900,19,0,NaN
Eurytellina,55.800,0.000,212,55,0.0046
Eurythmopteryx,314.600,311.450,1,1,1.0000
Eurytreta,488.300,478.600,6,1,0.0387
Euryzone,416.000,383.700,11,1,0.0435
Euscalpellum,55.800,28.400,3,2,0.0096
Eushantungoceras,436.000,426.200,1,0,NaN
Eusmilia,28.400,0.781,5,2,0.0152
Euspinacassis,23.030,15.970,1,0,NaN
Euspira,122.460,0.000,656,375,0.0097
Eustrobilus,125.450,112.030,4,0,NaN
Eustypocystis,513.000,498.500,1,1,1.0000
Eutaxocrinus,421.300,360.700,13,7,0.1478
